3476, 1926, 6, 18
3725, 1212, 91, 45
2964, 1511, 39, 31
2089, 168, 59, 25
2119, 141, 69, 43
602, 930, 20, 32
348, 514, 29, 6
3105, 184, 22, 22
1208, 1227, 6, 37
1557, 1409, 15, 8
3722, 1356, 4, 5
1316, 1258, 15, 2
3265, 1451, 21, 2
427, 1378, 76, 2
2180, 921, 19, 32
1090, 79, 78, 28
1307, 1004, 47, 2
3514, 1631, 28, 7
2408, 762, 55, 25
3233, 546, 77, 3
2778, 979, 44, 36
2620, 1307, 44, 50
3311, 1599, 77, 9
384, 441, 65, 3
2110, 565, 21, 12
2970, 858, 28, 44
3563, 695, 14, 14
176, 769, 18, 12
3241, 1437, 54, 13
3455, 1257, 53, 7
3220, 1437, 51, 35
3418, 1772, 57, 34
476, 1430, 13, 33
848, 1452, 33, 9
2920, 1006, 61, 16
650, 759, 6, 44
3971, 1246, 70, 25
2325, 338, 91, 21
3586, 1064, 79, 10
2647, 894, 75, 24
921, 1384, 12, 21
775, 1643, 1, 38
1223, 241, 98, 34
3036, 1465, 57, 40
668, 1318, 29, 12
2337, 1046, 14, 8
1261, 478, 5, 24
2036, 200, 75, 9
1584, 1555, 81, 2
2746, 1045, 88, 26
3389, 198, 87, 9
3654, 1548, 67, 38
507, 38, 57, 34
81, 1262, 75, 7
3250, 1763, 37, 44
2415, 631, 78, 42
3930, 1709, 98, 2
458, 1377, 79, 34
3927, 1615, 26, 1
3422, 1792, 95, 31
2963, 1411, 45, 22
2048, 464, 42, 29
3402, 461, 70, 49
510, 1025, 19, 35
2225, 669, 70, 43
3959, 734, 80, 13
2576, 117, 31, 5
1217, 1683, 6, 34
1935, 113, 88, 33
2749, 980, 49, 36
2770, 1078, 44, 39
3892, 124, 47, 33
866, 1532, 60, 19
1206, 709, 52, 41
3428, 1805, 12, 3
3133, 1320, 38, 34
2052, 1002, 55, 7
388, 1292, 36, 7
3215, 187, 80, 17
1108, 193, 43, 17
1869, 376, 43, 28
3086, 305, 68, 23
3267, 461, 28, 18
1545, 207, 90, 1
3890, 1757, 56, 14
1500, 112, 85, 43
3960, 1023, 67, 6
1180, 858, 90, 50
2875, 267, 24, 27
1155, 1078, 32, 38
2523, 234, 11, 7
2082, 1236, 58, 17
2015, 317, 93, 4
2203, 1510, 37, 37
3631, 903, 74, 8
1283, 911, 64, 10
420, 1861, 59, 9
2295, 194, 12, 22
3754, 27, 81, 31
3665, 1606, 21, 23
926, 1464, 46, 30
3364, 20, 44, 33
3694, 790, 32, 40
2550, 1227, 62, 11
955, 928, 40, 4
1665, 273, 9, 40
2831, 200, 23, 19
2764, 1793, 84, 2
566, 740, 60, 7
2760, 1746, 25, 33
677, 416, 54, 14
1289, 1950, 7, 17
2634, 1467, 1, 22
201, 667, 17, 2
110, 704, 7, 44
1370, 107, 26, 33
2107, 1228, 94, 2
2795, 224, 46, 0
528, 754, 29, 31
605, 623, 36, 12
1444, 1597, 85, 29
2201, 1878, 44, 28
345, 899, 45, 32
1787, 1140, 91, 31
51, 1864, 45, 0
2347, 718, 23, 1
489, 1141, 32, 14
1069, 281, 84, 16
2050, 173, 54, 7
1806, 778, 63, 44
3043, 833, 46, 9
693, 1787, 50, 19
2167, 458, 15, 3
2778, 213, 68, 13
409, 443, 54, 19
3697, 47, 29, 3
1884, 1185, 0, 43
3676, 1318, 66, 14
898, 1854, 68, 42
469, 1244, 9, 50
808, 1565, 77, 3
3827, 31, 26, 50
3198, 582, 53, 41
2778, 1791, 82, 36
3591, 646, 67, 14
1691, 1048, 45, 19
3539, 1964, 92, 27
3204, 592, 21, 32
3479, 683, 8, 19
353, 1392, 73, 26
800, 1227, 63, 17
1591, 1747, 31, 34
922, 594, 79, 45
2357, 598, 37, 48
2407, 134, 56, 30
1893, 1625, 37, 29
634, 354, 34, 26
2032, 1919, 23, 23
1373, 1695, 71, 37
715, 342, 98, 19
2910, 1830, 88, 8
1963, 1095, 70, 38
2721, 413, 7, 29
575, 919, 37, 41
724, 838, 73, 12
2576, 288, 74, 12
388, 607, 89, 31
2183, 102, 15, 32
473, 1628, 85, 46
2937, 1574, 66, 19
289, 1825, 47, 40
1078, 1501, 42, 3
784, 743, 34, 21
1955, 384, 24, 15
987, 777, 9, 10
295, 1048, 28, 20
2126, 100, 53, 18
211, 1686, 68, 21
2325, 1209, 92, 12
965, 1077, 15, 46
166, 1360, 70, 35
469, 657, 47, 38
1153, 747, 57, 4
3213, 304, 42, 20
2444, 192, 58, 5
797, 669, 19, 32
264, 1357, 41, 50
2559, 1506, 84, 31
177, 966, 58, 30
1343, 1152, 18, 47
2101, 167, 1, 50
2820, 243, 77, 43
2810, 1185, 32, 30
41, 1899, 35, 46
3521, 1483, 99, 22
2765, 1785, 18, 33
2195, 266, 58, 5
2775, 920, 35, 39
1633, 1240, 41, 46
1549, 1078, 24, 38
2395, 1559, 18, 6
1838, 774, 60, 1
2970, 1100, 82, 39
1319, 498, 2, 30
1634, 1564, 54, 40
3226, 1800, 81, 44
682, 478, 57, 19
1383, 998, 33, 4
706, 510, 87, 6
2311, 521, 42, 6
2826, 1103, 2, 23
3374, 112, 24, 46
1276, 792, 52, 24
2926, 1986, 62, 25
3483, 533, 69, 48
318, 1221, 82, 8
3837, 1358, 42, 34
854, 920, 28, 15
2681, 256, 63, 15
2018, 599, 49, 17
1581, 94, 69, 43
3977, 124, 98, 13
2739, 1310, 86, 29
100, 488, 68, 44
3381, 1851, 76, 40
701, 1794, 59, 11
3015, 342, 27, 10
2228, 220, 83, 34
105, 619, 67, 37
1207, 713, 86, 27
2980, 1701, 81, 19
2105, 217, 84, 47
943, 274, 19, 45
1645, 634, 94, 28
768, 629, 95, 15
3869, 1627, 12, 46
680, 1460, 2, 40
554, 1980, 45, 47
3780, 1009, 13, 29
2859, 523, 47, 33
1834, 28, 76, 10
2088, 543, 53, 42
3422, 1562, 22, 19
3688, 679, 38, 27
3719, 1242, 78, 24
215, 68, 84, 1
2780, 616, 50, 7
1049, 1795, 33, 6
1115, 364, 62, 30
178, 710, 40, 23
2558, 938, 88, 8
110, 93, 40, 42
3359, 693, 14, 6
2351, 1422, 56, 10
2926, 763, 77, 33
207, 633, 87, 23
1354, 1685, 85, 8
3841, 785, 33, 23
520, 1349, 15, 1
1744, 504, 40, 7
1292, 1349, 61, 0
891, 712, 2, 8
3728, 918, 64, 35
1386, 30, 22, 49
3852, 972, 67, 24
2740, 726, 38, 44
831, 78, 81, 27
1115, 586, 42, 3
2465, 1246, 23, 21
1990, 481, 30, 6
2989, 1341, 73, 1
678, 469, 28, 11
3925, 1091, 79, 45
3891, 482, 35, 12
1234, 1809, 34, 40
3178, 599, 23, 35
3821, 1818, 36, 20
639, 1327, 86, 44
103, 1759, 72, 47
1263, 449, 43, 33
3835, 1919, 1, 45
1071, 441, 98, 28
1723, 908, 68, 46
2272, 837, 27, 44
1608, 286, 51, 36
3551, 5, 12, 28
1900, 239, 40, 26
1391, 409, 63, 5
3596, 1649, 58, 15
249, 1627, 5, 9
2635, 1381, 73, 14
2540, 1388, 99, 16
1895, 678, 22, 41
2033, 225, 59, 15
2495, 677, 50, 16
863, 1187, 80, 36
3104, 359, 9, 14
3023, 126, 44, 42
204, 902, 3, 14
1152, 215, 35, 18
526, 522, 27, 39
3296, 1478, 97, 35
3738, 1585, 72, 7
24, 933, 88, 32
2074, 127, 31, 27
2121, 799, 89, 20
2792, 1575, 5, 11
408, 224, 69, 15
194, 1412, 55, 41
601, 1127, 75, 35
3101, 861, 32, 20
551, 1151, 62, 11
304, 1074, 59, 8
803, 1410, 39, 30
1256, 467, 39, 48
2197, 1362, 83, 2
2273, 662, 17, 36
3604, 359, 15, 8
521, 1360, 15, 18
3829, 352, 30, 34
672, 267, 65, 23
3406, 54, 49, 39
3332, 1431, 14, 1
96, 1931, 4, 47
1613, 779, 74, 40
821, 1863, 24, 34
3730, 367, 63, 23
3623, 1235, 77, 20
1122, 156, 1, 1
914, 1293, 21, 10
97, 1435, 92, 29
2195, 1451, 36, 9
7, 98, 66, 37
3047, 130, 43, 50
804, 809, 50, 18
331, 361, 41, 8
2464, 1, 83, 48
1251, 1701, 19, 5
1293, 1352, 79, 6
329, 1624, 67, 42
3509, 1997, 91, 47
898, 1952, 10, 43
3710, 1352, 5, 41
582, 190, 19, 38
3755, 1089, 92, 40
2805, 1106, 5, 43
2554, 1749, 56, 39
2768, 1109, 89, 6
1410, 1580, 29, 31
736, 793, 20, 50
3885, 1126, 0, 28
1187, 1522, 24, 40
374, 741, 43, 43
3273, 891, 40, 36
2042, 1311, 85, 34
2330, 1824, 36, 10
2319, 641, 85, 31
2203, 1697, 74, 0
2204, 155, 58, 23
475, 1779, 45, 18
3124, 1008, 58, 49
2565, 1921, 50, 30
348, 874, 94, 16
1511, 419, 38, 12
1914, 75, 4, 40
1915, 743, 62, 14
1602, 1516, 7, 36
3661, 376, 25, 26
3567, 1323, 12, 40
2133, 1820, 79, 26
3718, 1029, 0, 17
2717, 5, 65, 31
2458, 426, 16, 4
2233, 1519, 93, 8
0, 1951, 18, 50
2205, 221, 10, 49
2336, 1907, 90, 50
3400, 267, 46, 8
237, 1669, 31, 50
2838, 882, 44, 11
235, 1623, 94, 24
469, 272, 19, 1
1446, 334, 42, 9
3587, 928, 89, 26
2117, 1456, 19, 36
3436, 475, 49, 27
1737, 186, 68, 31
1412, 1030, 36, 22
3835, 887, 88, 28
3390, 1030, 18, 5
2660, 994, 29, 50
2692, 406, 10, 21
2436, 432, 44, 0
1955, 1602, 84, 7
2867, 988, 99, 26
3172, 311, 69, 4
2183, 1831, 27, 23
245, 1577, 90, 48
3129, 1769, 22, 47
334, 904, 21, 4
2013, 668, 60, 46
1412, 1311, 82, 36
360, 1024, 31, 24
953, 1185, 52, 33
2350, 672, 93, 14
2047, 1100, 33, 3
2119, 546, 14, 3
3976, 1417, 38, 49
1695, 185, 50, 30
3140, 1711, 52, 44
522, 1200, 7, 2
1989, 1185, 76, 35
390, 671, 72, 4
1471, 1663, 69, 39
2479, 748, 59, 38
2895, 391, 83, 47
1513, 1517, 92, 35
2109, 1708, 27, 43
2241, 1384, 37, 29
1051, 1965, 98, 36
3090, 1530, 1, 7
1323, 56, 29, 20
1807, 1969, 83, 33
2911, 557, 88, 3
2376, 1206, 19, 1
1149, 87, 85, 45
3630, 1975, 74, 47
3507, 825, 54, 27
3080, 945, 62, 11
1326, 1570, 65, 30
2966, 592, 25, 18
2390, 1027, 75, 47
2346, 286, 45, 47
2131, 347, 43, 27
2934, 625, 40, 4
298, 1866, 70, 34
1006, 1571, 7, 2
2035, 1830, 66, 38
2485, 1593, 33, 23
3889, 1110, 65, 44
2557, 1764, 20, 44
1179, 665, 83, 27
1056, 1855, 63, 33
2835, 1937, 47, 9
2044, 205, 77, 36
1655, 684, 50, 21
2706, 1116, 22, 28
1527, 1274, 75, 36
3332, 1764, 55, 6
1344, 893, 40, 35
2415, 1916, 39, 5
3578, 1744, 72, 4
2945, 1538, 70, 10
2709, 1991, 76, 8
2097, 1757, 82, 35
707, 1248, 14, 27
645, 1125, 58, 7
2565, 1545, 50, 15
2773, 151, 9, 38
3284, 1751, 40, 35
3095, 1493, 87, 18
1601, 1321, 96, 48
323, 1536, 2, 49
1068, 698, 38, 15
3315, 1183, 69, 11
2585, 1836, 64, 49
1671, 1904, 42, 2
1121, 15, 23, 1
282, 479, 29, 32
3868, 1563, 47, 32
1939, 1153, 60, 22
656, 1578, 1, 42
2697, 502, 86, 32
1584, 769, 17, 29
702, 1324, 25, 33
3954, 8, 66, 4
952, 366, 92, 35
76, 1258, 76, 45
829, 666, 84, 50
3782, 1565, 47, 22
199, 1129, 29, 37
3409, 1891, 7, 36
1730, 1800, 48, 30
3030, 1293, 47, 11
2918, 952, 32, 33
1975, 753, 97, 27
1295, 162, 59, 44
657, 1958, 72, 10
2421, 36, 5, 26
785, 563, 79, 21
9, 1963, 96, 6
2751, 972, 68, 33
2992, 1588, 31, 28
449, 621, 58, 45
2027, 1423, 85, 21
2143, 909, 62, 39
2169, 1909, 56, 10
2011, 1690, 77, 11
1882, 835, 71, 46
3312, 352, 35, 16
2270, 1623, 83, 37
3050, 304, 65, 29
233, 54, 40, 5
3866, 1937, 90, 33
1723, 937, 27, 29
2656, 1228, 61, 30
798, 1337, 30, 29
3099, 300, 21, 16
1292, 753, 17, 10
1633, 455, 29, 17
3567, 1518, 66, 25
3122, 258, 53, 5
3733, 1380, 76, 43
2290, 885, 1, 9
2788, 536, 94, 17
2154, 1865, 64, 38
2463, 513, 23, 25
596, 1381, 56, 1
3598, 1252, 65, 0
500, 129, 19, 42
831, 1546, 39, 5
1733, 477, 7, 33
702, 1802, 59, 30
2551, 991, 10, 3
3838, 727, 28, 2
319, 195, 3, 8
210, 840, 68, 48
1388, 1184, 95, 40
3341, 1481, 6, 27
978, 1423, 96, 39
3853, 1263, 83, 36
3796, 430, 60, 1
3788, 1177, 4, 37
3108, 971, 99, 25
591, 1896, 19, 4
2400, 420, 99, 41
3206, 577, 52, 18
1864, 1377, 49, 26
3860, 116, 91, 25
1285, 400, 39, 15
2745, 1739, 64, 6
2370, 249, 78, 33
2079, 213, 21, 23
3325, 1284, 48, 30
2016, 1614, 31, 48
314, 1370, 57, 19
2315, 1250, 73, 27
1605, 914, 81, 13
2302, 264, 34, 31
900, 1507, 29, 0
1131, 1296, 73, 4
560, 121, 7, 17
1337, 301, 66, 2
2348, 1032, 43, 9
3900, 916, 78, 2
3590, 161, 35, 20
927, 1887, 99, 0
2352, 1386, 42, 36
578, 1181, 5, 20
3760, 1573, 72, 1
3505, 129, 36, 26
450, 106, 58, 37
542, 26, 29, 3
1020, 1566, 19, 46
906, 880, 20, 37
2950, 272, 89, 16
2732, 1723, 91, 10
2637, 704, 50, 47
1983, 1628, 37, 50
3542, 726, 85, 3
3663, 471, 43, 10
3347, 680, 79, 24
3868, 1580, 47, 31
46, 98, 98, 18
3716, 1740, 26, 49
1594, 1121, 9, 49
3104, 680, 35, 31
3596, 1543, 54, 23
817, 1015, 96, 21
2127, 257, 92, 45
1749, 690, 46, 26
1456, 167, 65, 45
2534, 278, 49, 37
2226, 1142, 75, 35
537, 138, 43, 3
2457, 634, 62, 46
3661, 1338, 39, 10
587, 1727, 30, 12
3810, 1461, 95, 17
2156, 1148, 68, 29
1764, 1817, 85, 37
506, 849, 2, 42
3283, 1451, 59, 18
2163, 496, 97, 21
3983, 758, 56, 44
3341, 1523, 85, 29
3313, 330, 41, 34
3234, 1220, 81, 48
2161, 1899, 35, 9
30, 1979, 12, 26
1304, 43, 93, 10
1671, 20, 39, 36
3341, 277, 53, 15
2143, 1776, 65, 43
370, 110, 51, 28
463, 1911, 73, 8
172, 921, 83, 3
820, 751, 87, 25
3950, 383, 48, 42
1056, 1513, 52, 44
2000, 1727, 79, 32
3466, 387, 30, 7
2057, 328, 79, 34
1038, 1044, 68, 31
587, 1468, 88, 26
3340, 676, 18, 28
3745, 1037, 80, 17
232, 646, 3, 7
269, 1146, 11, 14
711, 737, 28, 2
806, 606, 59, 29
3107, 191, 20, 20
1707, 730, 45, 20
630, 1173, 80, 31
1191, 1398, 0, 0
2648, 1744, 74, 30
2948, 855, 11, 22
2391, 1600, 8, 20
665, 1427, 67, 30
864, 426, 42, 6
1246, 1552, 28, 13
1080, 1522, 96, 33
3824, 299, 58, 18
1282, 863, 73, 4
1211, 403, 44, 27
3896, 1000, 3, 0
3991, 1191, 90, 18
1061, 1060, 85, 21
1020, 1931, 94, 28
3357, 1666, 58, 21
2229, 813, 64, 2
3622, 1911, 80, 29
2715, 1813, 51, 26
1533, 208, 41, 38
66, 1095, 95, 41
3187, 331, 43, 34
3520, 397, 56, 12
2385, 1436, 60, 39
458, 1847, 33, 9
2147, 421, 11, 39
2588, 860, 82, 47
400, 422, 48, 31
24, 1868, 71, 46
1826, 1395, 32, 15
429, 1208, 74, 4
235, 1505, 22, 30
1724, 744, 27, 18
1434, 1285, 18, 7
3577, 712, 65, 10
2204, 1997, 62, 43
3648, 137, 13, 31
1951, 670, 51, 5
2752, 1071, 57, 17
1145, 1981, 41, 17
2847, 1084, 5, 35
3110, 681, 59, 22
2274, 160, 48, 31
2529, 1009, 49, 2
404, 1202, 38, 10
3418, 1463, 45, 19
2241, 481, 56, 19
187, 1432, 43, 2
2152, 1402, 0, 14
1200, 502, 64, 44
3667, 566, 81, 39
826, 1726, 57, 0
3039, 495, 59, 41
2975, 614, 14, 48
1414, 841, 86, 47
3426, 540, 66, 8
626, 1752, 2, 48
2471, 441, 66, 32
3962, 846, 19, 25
2060, 853, 77, 24
3220, 592, 97, 1
3761, 1465, 95, 32
3254, 1943, 72, 7
1511, 456, 71, 48
3859, 1639, 38, 18
3927, 746, 13, 10
2267, 1671, 37, 34
2529, 1458, 1, 6
926, 1023, 8, 8
507, 1347, 53, 9
3862, 385, 85, 47
1436, 1756, 15, 45
2044, 1947, 44, 45
491, 1420, 84, 42
1425, 1990, 13, 5
1467, 615, 17, 12
2426, 1250, 87, 3
1715, 1486, 87, 15
3535, 1050, 75, 29
1874, 1876, 48, 28
1711, 1818, 6, 35
2186, 626, 90, 30
2289, 605, 47, 14
3097, 1761, 36, 16
100, 330, 2, 33
3514, 694, 36, 26
726, 1444, 71, 6
2992, 921, 21, 37
76, 1417, 61, 39
2292, 1143, 46, 29
212, 1013, 40, 26
2995, 795, 74, 13
1414, 1751, 88, 16
3442, 1579, 46, 20
1054, 1669, 74, 27
241, 1460, 21, 4
1622, 1988, 63, 44
700, 708, 11, 0
3728, 964, 87, 13
3773, 1847, 68, 10
2936, 1556, 77, 40
2797, 936, 44, 29
2747, 14, 13, 27
465, 456, 29, 27
3206, 101, 25, 33
757, 1247, 99, 24
2647, 296, 75, 32
3554, 548, 45, 3
2259, 1730, 80, 40
2492, 1211, 49, 25
487, 301, 30, 34
2896, 1696, 61, 34
174, 1028, 78, 14
592, 290, 60, 48
604, 1869, 69, 23
3382, 1030, 47, 16
992, 404, 31, 17
2478, 1947, 27, 35
1489, 585, 56, 9
2795, 1253, 43, 49
1943, 702, 50, 10
1940, 293, 28, 18
1285, 1389, 60, 47
1755, 437, 34, 47
2152, 946, 41, 50
1020, 1402, 43, 31
340, 157, 19, 44
697, 204, 6, 44
2403, 1123, 90, 36
1860, 1306, 1, 20
2082, 597, 62, 36
14, 396, 52, 24
1165, 1980, 6, 31
900, 1483, 7, 49
1180, 25, 22, 26
1465, 1862, 4, 7
979, 1433, 79, 5
2202, 1703, 91, 38
1223, 701, 48, 39
1912, 592, 39, 11
2845, 1295, 89, 31
3057, 1915, 12, 7
2257, 1910, 64, 36
2648, 1109, 45, 27
3193, 708, 7, 1
2163, 1223, 18, 6
1071, 1838, 32, 34
947, 275, 69, 11
70, 1070, 44, 41
2238, 712, 87, 33
3362, 1727, 49, 17
1195, 1815, 28, 9
1227, 1176, 37, 39
3328, 1479, 52, 26
3821, 1529, 60, 2
2862, 762, 21, 22
2577, 1617, 33, 19
219, 535, 51, 30
1040, 811, 82, 49
693, 1186, 13, 45
385, 1628, 1, 16
1574, 797, 12, 40
2102, 1779, 71, 24
1096, 1464, 31, 31
978, 485, 9, 26
695, 1676, 36, 42
991, 1321, 86, 35
1351, 895, 0, 45
2104, 1769, 29, 50
2161, 1820, 4, 1
26, 489, 73, 22
1901, 1446, 42, 50
2566, 1273, 52, 26
3976, 70, 4, 23
3740, 1037, 80, 49
1726, 1962, 86, 47
1776, 1087, 84, 41
1787, 832, 55, 14
347, 366, 57, 15
1373, 766, 26, 45
1951, 1587, 18, 15
2021, 928, 45, 5
355, 1138, 11, 18
1583, 1409, 63, 9
3991, 1660, 37, 19
3608, 1479, 83, 39
825, 111, 59, 41
662, 840, 93, 33
898, 909, 35, 17
3343, 1017, 79, 49
3128, 1548, 31, 0
1234, 1457, 96, 9
1009, 616, 42, 34
633, 1929, 8, 20
1257, 1265, 14, 45
3747, 129, 39, 14
2450, 1313, 19, 48
1206, 1056, 70, 48
229, 807, 34, 29
2996, 1749, 53, 29
856, 1715, 21, 25
3227, 590, 45, 34
3928, 1403, 79, 50
3992, 798, 87, 5
603, 1355, 97, 43
2918, 1814, 1, 28
3842, 1785, 6, 24
1816, 1978, 22, 35
1932, 1868, 53, 8
422, 1753, 98, 22
3973, 1637, 23, 9
990, 1366, 7, 36
0, 1768, 76, 50
3323, 1223, 2, 44
683, 799, 16, 24
3364, 472, 28, 22
1276, 1253, 82, 23
1984, 1109, 55, 15
1424, 237, 49, 12
2487, 355, 17, 19
785, 738, 75, 3
1753, 1998, 55, 7
2173, 1133, 5, 16
1392, 105, 84, 48
213, 68, 31, 39
2331, 1088, 44, 16
2850, 1449, 25, 18
1853, 1183, 53, 29
210, 1230, 94, 10
3849, 1331, 9, 27
1024, 1043, 95, 18
3497, 1111, 75, 26
3737, 815, 98, 47
42, 1731, 62, 46
79, 1736, 24, 35
1557, 723, 6, 48
3767, 1524, 0, 36
3656, 75, 39, 40
811, 233, 95, 23
3422, 1705, 40, 7
2351, 1379, 89, 44
723, 1950, 25, 25
3831, 676, 44, 37
1721, 1567, 5, 43
2073, 1543, 40, 4
2229, 1836, 49, 22
1584, 993, 46, 14
584, 1674, 40, 35
3312, 1119, 45, 38
362, 1922, 31, 10
700, 166, 61, 2
483, 83, 77, 27
3689, 1047, 7, 10
1728, 311, 46, 26
1833, 276, 91, 24
224, 111, 18, 9
2581, 1453, 9, 4
1508, 933, 99, 42
2634, 425, 51, 19
2141, 1822, 43, 10
3665, 1303, 65, 17
2588, 563, 6, 38
185, 503, 30, 42
485, 1441, 63, 48
3036, 360, 67, 4
2173, 1946, 87, 50
3172, 1203, 54, 3
2014, 406, 24, 14
120, 1857, 62, 22
442, 688, 49, 33
2151, 168, 13, 20
3934, 1594, 51, 30
305, 519, 38, 33
817, 1439, 6, 19
2072, 1829, 51, 13
885, 661, 43, 15
3622, 1940, 58, 42
942, 218, 25, 43
2000, 115, 17, 7
998, 172, 63, 47
3368, 622, 76, 25
3339, 453, 70, 4
2430, 390, 20, 6
1736, 1245, 12, 29
158, 36, 53, 15
1843, 1260, 34, 3
2505, 1404, 32, 45
1920, 111, 0, 34
2373, 76, 47, 1
2651, 1807, 58, 45
1790, 1999, 55, 1
1452, 209, 17, 5
2083, 1752, 56, 16
2199, 1399, 36, 21
2108, 1364, 31, 19
3834, 1620, 60, 30
